hospital_rank,name
"
                                    (一甲)                                    ",南昌市第八人民医院
"
                                    (一甲)                                    ",南昌市第六医院
"
                                    (二甲)                                    ",南昌县妇幼保健院
"
                                                                        ",江西省惠民医院
"
                                    (二甲)                                    ",进贤县妇幼保健院
"
                                    (二级)                                    ",南昌市第四医院
"
                                    (一级)                                    ",南昌高新技术产业开发区昌东镇卫生院
"
                                    (二甲)                                    ",进贤县中医院
"
                                    (二级)                                    ",江西凤凰第一医院
"
                                    (三甲)                                    ",吉安市中心人民医院
"
                                    (三甲)                                    ",井冈山大学附属医院
"
                                    (三级)                                    ",泰和县中医院
"
                                    (二甲)                                    ",万安县人民医院
"
                                    (二甲)                                    ",永新县人民医院
"
                                    (二甲)                                    ",吉安市第一人民医院
"
                                    (二甲)                                    ",永丰县人民医院
"
                                    (二甲)                                    ",吉水县人民医院
"
                                    (二甲)                                    ",峡江县人民医院
"
                                    (二甲)                                    ",万安县中医院
"
                                    (二甲)                                    ",永新县中医院
"
                                    (三甲)                                    ",吉安市妇幼保健院
"
                                    (二甲)                                    ",吉水县中医院
"
                                    (二甲)                                    ",江西省泰和县人民医院
"
                                    (二甲)                                    ",新干县中医医院
"
                                    (二甲)                                    ",安福县中医院
"
                                    (二级)                                    ",遂川县妇幼保健计划生育服务中心
"
                                    (二甲)                                    ",吉安市吉安县中医院
"
                                    (二甲)                                    ",泰和县妇幼保健院
"
                                    (二甲)                                    ",峡江县中医院
"
                                    (二甲)                                    ",吉安县人民医院
"
                                    (三级)                                    ",上海市东方医院吉安医院
"
                                    (二甲)                                    ",新干县人民医院
"
                                    (二级)                                    ",安福县妇幼保健院
"
                                    (三甲)                                    ",吉安市第三人民医院
"
                                    (二甲)                                    ",遂川县人民医院
"
                                    (二级)                                    ",江西省吉安市中医院
"
                                    (二甲)                                    ",安福县人民医院
"
                                    (二甲)                                    ",永丰县妇幼保健院
"
                                    (二甲)                                    ",永丰县中医院
"
                                    (二甲)                                    ",新干县妇幼保健院
"
                                    (一级)                                    ",峡江县妇幼保健院
"
                                    (二甲)                                    ",万安县妇幼保健院
"
                                    (一级)                                    ",吉水县黄桥卫生院
"
                                    (一级)                                    ",吉安县油田卫生院
"
                                                                        ",江西省吉安市遂川县左安镇中心卫生院
"
                                                                        ",永新县妇幼保健院
"
                                    (二甲)                                    ",吉安县妇幼保健计划生育服务中心
"
                                    (三甲)                                    ",上饶市人民医院
"
                                    (二甲)                                    ",婺源县人民医院
"
                                    (二甲)                                    ",余干县人民医院
"
                                    (三甲)                                    ",玉山县中医院
"
                                    (三甲)                                    ",上饶市立医院
"
                                    (三甲)                                    ",上饶市肿瘤医院
"
                                    (二甲)                                    ",万年县人民医院
"
                                    (三级)                                    ",上饶市广信区人民医院
"
                                    (二甲)                                    ",弋阳县人民医院
"
                                    (二甲)                                    ",铅山县人民医院
"
                                    (二甲)                                    ",广丰区人民医院
"
                                    (三级)                                    ",上饶市第二人民医院
"
                                    (二甲)                                    ",江西省婺源县妇幼保健院
"
                                    (二甲)                                    ",德兴市人民医院
"
                                    (二甲)                                    ",玉山县人民医院
"
                                    (二甲)                                    ",鄱阳县人民医院
"
                                    (二甲)                                    ",上饶市广丰区妇幼保健院
"
                                    (三级)                                    ",上饶市妇幼保健院
"
                                    (二甲)                                    ",江西医学高等专科学校第一附属医院
"
                                    (二甲)                                    ",上饶市中医院
"
                                    (二甲)                                    ",上饶县中医院
"
                                    (二甲)                                    ",上饶市广丰区中医院
"
                                    (二甲)                                    ",婺源县中医院
"
                                    (二甲)                                    ",横峰县人民医院
"
                                    (二级)                                    ",上饶市第三人民医院
"
                                    (二甲)                                    ",余干县中医院
"
                                                                        ",上饶市妇幼保健院辅助生殖分院
"
                                    (二级)                                    ",铅山县妇幼保健院
"
                                    (二甲)                                    ",万年县妇幼保健院
"
                                    (一级)                                    ",上饶经济技术开发区医院
"
                                                                        ",上饶市广信区五府山镇卫生院
"
                                    (二甲)                                    ",余干县妇幼保健院
"
                                    (一甲)                                    ",信州区第二人民医院
"
                                    (二甲)                                    ",万年县中医院
"
                                    (三甲)                                    ",宜春市人民医院
"
                                    (二甲)                                    ",上高县人民医院
"
                                    (三级)                                    ",丰城市人民医院
"
                                    (二甲)                                    ",高安市中医医院
"
                                    (二甲)                                    ",奉新县人民医院
"
                                    (二甲)                                    ",万载县中医院
"
                                    (三级)                                    ",宜春市妇幼保健院
"
                                    (二甲)                                    ",宜春市第二人民医院
"
                                    (二甲)                                    ",樟树市中医医院
"
                                    (三甲)                                    ",宜春市中医院
"
                                    (二甲)                                    ",樟树市人民医院
"
                                    (二甲)                                    ",铜鼓县人民医院
"
                                    (二甲)                                    ",宜丰县人民医院
"
                                    (二甲)                                    ",靖安县人民医院
"
                                    (二甲)                                    ",丰城市中医院
"
                                    (二甲)                                    ",万载县人民医院
"
                                    (二甲)                                    ",宜春学院第二附属医院
"
                                    (二甲)                                    ",高安市妇幼保健计划生育服务中心
"
                                    (三级)                                    ",宜春市第三人民医院
"
                                    (三级)                                    ",高安市人民医院
"
                                    (二甲)                                    ",宜丰县妇幼保健院
"
                                    (二甲)                                    ",宜春市第五人民医院
"
                                    (三级)                                    ",江西康宁医院樟树医院
"
                                    (二甲)                                    ",万载县妇幼保健院
"
                                    (二甲)                                    ",宜丰县中医院
"
                                                                        ",丰城市皮肤病医院
"
                                    (二甲)                                    ",铜鼓县妇幼保健院
"
                                    (二甲)                                    ",上高县中医医院
"
                                    (二甲)                                    ",英岗岭矿务局职工医院
"
                                    (一级)                                    ",高安市筠阳街道社区卫生服务中心
"
                                                                        ",铜鼓县棋坪镇中心卫生院
"
                                    (二级)                                    ",丰城市精神病医院
"
                                    (二甲)                                    ",南丰县人民医院
"
                                    (三甲)                                    ",抚州市第一人民医院
"
                                    (二甲)                                    ",东乡区人民医院
"
                                    (二甲)                                    ",乐安县人民医院
"
                                    (二甲)                                    ",金溪县人民医院
"
                                    (三级)                                    ",抚州市妇幼保健院
"
                                    (二甲)                                    ",崇仁县人民医院
"
                                    (二甲)                                    ",黎川县人民医院
"
                                    (二甲)                                    ",抚州市中医院
"
                                    (二级)                                    ",抚州市第一中医医院
"
                                    (二甲)                                    ",临川区人民医院
"
                                    (二甲)                                    ",广昌县人民医院
"
                                    (二甲)                                    ",南丰县中医院
"
                                    (二甲)                                    ",宜黄县人民医院
"
                                    (二甲)                                    ",黎川县中医医院
"
                                    (二级)                                    ",东乡第三医院
"
                                    (二甲)                                    ",金溪县中医院
"
                                    (二甲)                                    ",资溪县人民医院
"
                                    (二甲)                                    ",南城县人民医院
"
                                    (二级)                                    ",抚州市临川区第二人民医院
"
                                    (二级)                                    ",临川区妇幼保健院
"
                                    (二甲)                                    ",乐安县妇幼保健院
"
                                    (二甲)                                    ",东乡区妇幼保健院
"
                                    (二级)                                    ",广昌县中医院
"
                                                                        ",金溪县妇幼保健计生服务中心
"
                                    (二甲)                                    ",乐安县中医院
"
                                    (二甲)                                    ",宜黄县妇幼保健院
"
                                    (二级)                                    ",广昌县妇幼保健计划生育服务中心
"
                                    (二甲)                                    ",抚州市临川区第一人民医院
"
                                    (二甲)                                    ",抚州市东乡区中医院
"
                                    (三甲)                                    ",萍乡市人民医院
"
                                    (二甲)                                    ",莲花县人民医院
"
                                    (三甲)                                    ",萍乡市第二人民医院
"
                                    (三级)                                    ",萍乡矿业集团有限责任公司总医院
"
                                    (二甲)                                    ",上栗县人民医院
"
                                    (三甲)                                    ",萍乡市妇幼保健院
"
                                    (二甲)                                    ",芦溪县人民医院
"
                                    (二甲)                                    ",上栗县妇幼保健院
"
                                    (二甲)                                    ",萍乡市第三人民医院
"
                                    (二甲)                                    ",莲花县妇幼保健院
"
                                    (三甲)                                    ",萍乡市中医院
"
                                    (二甲)                                    ",湘东区人民医院
"
                                    (二甲)                                    ",安源区妇幼保健院
"
                                    (二级)                                    ",芦溪县妇幼保健院
"
                                    (一级)                                    ",江西省萍乡市皮肤病专科医院
"
                                    (二级)                                    ",安源区人民医院
"
                                    (二甲)                                    ",上栗县中医院
"
                                    (三甲)                                    ",景德镇市第二人民医院
"
                                    (三甲)                                    ",景德镇市中医院
"
                                    (三甲)                                    ",景德镇市第三人民医院
"
                                    (三甲)                                    ",景德镇市第一人民医院
"
                                    (三甲)                                    ",景德镇市妇幼保健院
"
                                    (二甲)                                    ",乐平市人民医院
"
                                                                        ",景德镇市口腔医院
"
                                    (二级)                                    ",景德镇市皮肤病医院
"
                                    (二甲)                                    ",景德镇市第五人民医院
"
                                                                        ",乐平市第二人民医院
"
                                    (二甲)                                    ",乐平市中医医院
"
                                    (二甲)                                    ",乐平市妇幼保健院
"
                                    (二甲)                                    ",浮梁县中医医院
"
                                    (三甲)                                    ",新余市人民医院
"
                                    (三甲)                                    ",新余市妇幼保健院
"
                                    (三级)                                    ",新钢中心医院
"
                                    (二甲)                                    ",分宜县人民医院
"
                                    (三甲)                                    ",新余市中医院
"
                                    (二甲)                                    ",分宜县中医院
"
                                    (二甲)                                    ",新余北湖医院
"
                                    (二甲)                                    ",贵溪市人民医院
"
                                    (三甲)                                    ",鹰潭市人民医院
"
                                    (三甲)                                    ",鹰潭市中医院
"
                                    (二甲)                                    ",余江区人民医院
"
                                    (二甲)                                    ",贵溪市中医院
"
                                    (三甲)                                    ",解放军联勤保障部队第九〇八医院鹰潭医疗区
"
                                    (二级)                                    ",鹰潭第三医院
"
                                    (三甲, 特色:综合)                                    ",山东省立医院
"
                                    (三甲)                                    ",山东大学齐鲁医院
"
                                    (三甲, 特色:中医)                                    ",山东中医药大学附属医院
"
                                    (三甲, 特色:综合)                                    ",山东省千佛山医院
"
                                    (三甲, 特色:综合)                                    ",山东大学第二医院
"
                                    (三甲)                                    ",济南市中心医院
"
                                    (三甲, 特色:肿瘤)                                    ",山东省肿瘤医院
"
                                    (三甲, 特色:综合)                                    ",联勤保障部队第九六〇医院
"
                                    (三甲)                                    ",山东省立第三医院
"
                                    (三甲)                                    ",济南市人民医院
"
                                    (三甲)                                    ",山东省第二人民医院
"
                                    (三甲, 特色:呼吸)                                    ",山东省公共卫生临床中心
"
                                    (三甲, 特色:中医)                                    ",山东中医药大学第二附属医院
"
                                    (三甲)                                    ",济南市儿童医院
"
                                    (三甲, 特色:综合)                                    ",济南市第四人民医院
"
                                    (三甲, 特色:中医)                                    ",济南市中医医院
"
                                    (三甲, 特色:妇幼)                                    ",济南市妇幼保健院
"
                                    (三甲, 特色:口腔)                                    ",济南市口腔医院
"
                                    (三甲)                                    ",济南市章丘区中医医院
"
                                    (三甲, 特色:妇幼)                                    ",山东大学附属山东省妇幼保健院
"
                                    (三级, 特色:徐忠法)                                    ",山东第一医科大学第三附属医院
"
                                    (三级)                                    ",章丘区人民医院
"
                                    (二甲)                                    ",济南市第五人民医院
"
                                    (三甲)                                    ",山东大学口腔医院
"
                                    (二甲)                                    ",济南市第七人民医院
"
                                    (二甲)                                    ",济南市长清区人民医院
"
                                    (三甲)                                    ",济南市中西医结合医院
"
                                    (三级)                                    ",济南市第二人民医院
"
                                    (二甲)                                    ",济南市第三人民医院
"
                                    (二甲)                                    ",济南市济阳区人民医院
"
                                    (二甲)                                    ",济南市第一人民医院
"
                                    (二甲)                                    ",济南市槐荫人民医院
"
                                    (三级)                                    ",济南市第八人民医院
"
                                    (三甲)                                    ",济南市第二妇幼保健院
"
                                    (二甲)                                    ",商河县人民医院
"
                                    (三甲)                                    ",山东第一医科大学附属职业病医院
"
                                    (三甲, 特色:精神)                                    ",山东省精神卫生中心
"
                                    (二级)                                    ",山东省警官总医院
"
                                    (一级, 特色:中医)                                    ",山东新中鲁中医医院
"
                                    (二甲)                                    ",平阴县中医医院
"
                                    (二甲)                                    ",山东电力中心医院
"
                                    (二甲)                                    ",平阴县人民医院
"
                                    (二甲)                                    ",济南市历下区人民医院
"
                                    (二甲)                                    ",济南市济阳区中医医院
"
                                    (三级, 特色:张治国)                                    ",章丘区妇幼保健院
"
                                    (二级)                                    ",山东省立医院南院
"
                                    (二甲)                                    ",商河县中医医院
"
                                    (二甲)                                    ",山东国欣颐养集团莱芜中心医院
"
                                    (二甲)                                    ",济南市莱芜人民医院
"
                                    (二级)                                    ",济南市历城区人民医院
"
                                    (二甲)                                    ",济南市长清区中医医院
"
                                    (三级)                                    ",山东省中医药研究院附属医院
"
                                    (三甲, 特色:皮肤)                                    ",山东第一医科大学附属皮肤病医院
"
                                    (二级)                                    ",济南市中心医院西院
"
                                    (三甲, 特色:眼科)                                    ",山东省眼科医院
"
                                    (二甲)                                    ",济南医院
"
                                    (二甲)                                    ",历城区中医医院
"
                                    (二甲)                                    ",山东省荣军总医院
"
                                    (二甲)                                    ",济南市皮肤病防治院
"
                                    (二甲)                                    ",山东省医学科学院颈肩腰腿痛医院
"
                                    (三甲)                                    ",山东中医药大学附属眼科医院
"
                                    (三级)                                    ",山东省康复医院
"
                                    (三级)                                    ",山东大学附属生殖医院
"
                                    (二级)                                    ",天桥区人民医院
"
                                                                        ",山东第一医科大学附属内分泌与代谢病医院
"
                                    (三甲)                                    ",联勤保障部队第九六〇医院南院区
"
                                    (三甲)                                    ",济南明水眼科医院
"
                                    (二级)                                    ",济南市优抚医院
"
                                                                        ",解放军第九六〇医院心血管病研究所
"
                                    (二甲)                                    ",济南市机关医院
"
                                    (二级)                                    ",平阴县精神卫生防治中心
"
                                    (一甲)                                    ",济南市济阳区垛石镇中心卫生院
"
                                    (一级)                                    ",章丘区口腔医院
"
                                    (二甲)                                    ",鲁中冶金矿业集团公司职工医院
"
                                                                        ",济南市历城区皮肤病性病防治所
"
                                    (一级)                                    ",章丘市第二人民医院
"
                                                                        ",济阳县妇幼保健站
"
                                    (一级)                                    ",平阴县皮肤病防治所
"
                                    (一级)                                    ",山东大学齐鲁医院高新区医院
"
                                                                        ",平阴县妇幼保健计划生育服务中心
"
                                    (二级)                                    ",济南市钢城区人民医院
"
                                                                        ",泺源铁路社区卫生服务站
"
                                    (一甲)                                    ",文祖镇卫生院
"
                                                                        ",济南历下三院
"
                                                                        ",济南市第二皮肤病防治院
"
                                    (一级)                                    ",孝直镇中心卫生院
"
                                                                        ",济北街道社区卫生服务中心
"
                                    (一级)                                    ",济南市章丘区枣园街道办事处社区卫生服务中心
"
                                                                        ",济南市长清区五峰山街道办事处社区卫生服务中心
"
                                    (三甲)                                    ",潍坊市人民医院
"
                                    (三甲)                                    ",潍坊市中医院
"
                                    (三级)                                    ",寿光市人民医院
"
                                    (三甲)                                    ",潍坊医学院附属医院
"
                                    (三级)                                    ",高密市人民医院
"
                                    (三甲)                                    ",益都中心医院
"
                                    (三级)                                    ",诸城市人民医院
"
                                    (三级)                                    ",昌乐县人民医院
"
                                    (二甲)                                    ",临朐县人民医院
"
                                    (二甲)                                    ",青州市人民医院
"
                                    (三级)                                    ",安丘市人民医院
"
                                    (三级)                                    ",潍坊市第二人民医院
"
                                    (二甲)                                    ",寿光市中医医院
"
                                    (三甲)                                    ",潍坊市妇幼保健院
"
                                    (二甲)                                    ",昌邑市人民医院
"
                                    (三甲)                                    ",陆军第80集团军医院
"
                                    (三甲)                                    ",诸城市中医院
"
                                    (二甲)                                    ",潍坊市坊子区人民医院
"
                                    (二甲)                                    ",临朐县中医院
"
                                    (二甲)                                    ",潍坊市寒亭区人民医院
"
                                    (三级)                                    ",安丘市妇幼保健院
"
                                    (三级)                                    ",诸城市妇幼保健院
"
                                    (二甲)                                    ",寿光市妇幼保健院
"
                                    (二甲)                                    ",高密市中医院
"
                                    (二级)                                    ",潍坊高新技术产业开发区人民医院
"
                                    (二甲)                                    ",滨海经济技术开发区人民医院
"
                                    (二甲)                                    ",安丘市中医院
"
                                    (三级)                                    ",高密市妇幼保健院
"
                                    (二甲)                                    ",青州市妇幼保健院
"
                                    (二甲)                                    ",青州市中医院
"
                                    (二级)                                    ",高密市市立医院
"
                                    (二级)                                    ",山东省青州荣军医院
"
                                    (二甲)                                    ",昌邑市妇幼保健院
"
                                    (三甲)                                    ",潍坊市精神卫生中心
"
                                    (二级)                                    ",临朐县海浮山医院
"
                                    (二级)                                    ",潍坊口腔医院
"
                                    (二级)                                    ",潍坊市市直机关医院
"
                                    (二甲)                                    ",寒亭区妇幼保健院
"
                                    (三级)                                    ",潍坊皮肤病防治所
"
                                    (三级)                                    ",昌乐县中医院
"
                                    (二级)                                    ",高密市皮肤病防治站
"
                                    (二级)                                    ",诸城市精神卫生中心
"
                                    (一级)                                    ",高密市第二人民医院
"
                                    (一级)                                    ",安丘市市立医院
"
                                    (二级)                                    ",青州市皮肤病防治站
"
                                    (二级)                                    ",高密市口腔医院
"
                                    (二级)                                    ",潍坊脑科医院
"
                                    (一甲)                                    ",临朐县蒋峪中心卫生院
"
                                                                        ",山东省高密市密水街道卫生院
"
                                                                        ",临朐县妇幼保健院
"
                                    (二级)                                    ",潍坊潍城经济开发区医院
"
                                    (一级)                                    ",寿光市马店医院
"
                                    (一级)                                    ",安丘市景芝中心卫生院
"
                                    (一级)                                    ",何官卫生院
"
                                    (一级)                                    ",诸城市相州中心卫生院
"
                                                                        ",高密市柴沟中心卫生院
"
                                                                        ",昌邑市卜庄中心医院
"
                                                                        ",潍坊市荣复军人医院
"
                                                                        ",高密市密水街道拒城河卫生院
"
                                    (一级)                                    ",临朐县第二人民医院
"
                                                                        ",诸城市皮肤病防治站
"
                                    (一级)                                    ",临朐县山旺中心卫生院
"
                                    (一级)                                    ",临朐县山旺中心卫生院龙山分院
"
                                    (一级)                                    ",临朐县寺头镇卫生院
"
                                    (一甲)                                    ",临朐县辛寨中心卫生院
"
                                                                        ",高密市夏庄中心卫生院
"
                                    (一级)                                    ",潍坊市潍城区人民医院
"
                                    (一级)                                    ",寿光市经济开发区医院
"
                                    (一甲)                                    ",寿光市羊口中心卫生院
"
                                    (二级)                                    ",安丘市皮肤病防治站
"
                                    (三甲, 特色:综合)                                    ",青岛大学附属医院
"
                                    (三甲, 特色:综合)                                    ",青岛市市立医院
"
                                    (三级)                                    ",山东大学齐鲁医院(青岛)
"
                                    (三甲, 特色:综合)                                    ",青岛市中心医院
"
                                    (三甲, 特色:妇幼)                                    ",青岛市妇女儿童医院
"
                                    (三甲, 特色:综合)                                    ",青岛市中医医院
"
                                    (三级)                                    ",即墨区人民医院
"
                                    (二甲)                                    ",青岛西海岸新区中心医院
"
                                    (三级)                                    ",青岛西海岸新区人民医院
"
                                    (三级)                                    ",青岛市第八人民医院
"
                                    (三级)                                    ",青岛市城阳区人民医院
"
                                    (三级)                                    ",平度市人民医院
"
                                    (三级)                                    ",青岛市第三人民医院
"
                                    (二甲)                                    ",胶州市人民医院
"
                                    (三甲)                                    ",青岛市即墨区中医医院
"
                                    (三级)                                    ",胶州中心医院
"
                                    (二甲)                                    ",莱西市人民医院
"
                                    (三甲, 特色:手外)                                    ",中国人民解放军海军第九七一医院
"
                                    (三级, 特色:心血管)                                    ",青岛阜外医院
"
                                    (三甲, 特色:口腔)                                    ",青岛市口腔医院
"
                                    (二甲)                                    ",莱西市中医医院
"
                                    (三甲)                                    ",青岛市第五人民医院
"
                                    (三级)                                    ",青岛市第六人民医院
"
                                    (二甲)                                    ",青岛市第九人民医院
"
                                    (二甲)                                    ",莱西市市立医院
"
                                    (三甲)                                    ",青岛西海岸新区中医医院
"
                                    (三甲, 特色:精神)                                    ",青岛市精神卫生中心
"
                                    (二甲)                                    ",青岛市市南区人民医院
"
                                    (二甲)                                    ",青岛市市北区人民医院
"
                                    (二甲)                                    ",平度市中医医院
"
                                    (三甲)                                    ",北京大学人民医院青岛医院
"
                                    (二甲)                                    ",青岛西海岸新区区立医院
"
                                    (三甲, 特色:眼科)                                    ",青岛眼科医院
"
                                    (二甲)                                    ",平度市第三人民医院
"
                                    (二级)                                    ",即墨区第二人民医院
"
                                    (二甲)                                    ",西海岸新区第二中医医院
"
                                    (二级)                                    ",城阳区第三人民医院
"
                                    (二级)                                    ",青岛市胸科医院
"
                                    (二级)                                    ",青岛市黄岛区第三人民医院
"
                                    (二甲)                                    ",胶州市妇幼保健计划生育服务中心
"
                                    (二级)                                    ",青岛市红岛人民医院
"
                                    (二级)                                    ",平度市妇幼保健院
"
                                    (二级)                                    ",胶州市心理康复医院
"
                                                                        ",山东省青岛疗养院
"
                                                                        ",青岛大学附属心血管病医院
"
                                    (二级)                                    ",青岛市按摩康复医院
"
                                    (二级)                                    ",青岛开泰耳鼻喉头颈外科医院
"
                                    (一甲)                                    ",青岛市即墨区妇幼保健院
"
                                    (一级)                                    ",即墨区温泉卫生院
"
                                    (一级)                                    ",莱西市第三人民医院
"
                                    (一甲)                                    ",西海岸新区妇幼保健计划生育服务中心
"
                                    (一级)                                    ",即墨市普东镇卫生院
"
                                    (二级)                                    ",胶州市第三人民医院
"
                                    (一甲)                                    ",青岛市市北区妇幼保健院
